lat_deg,lon_deg,status_id,report_date,source,water_source_clean,water_tech_clean,clean_country_id,clean_country_name,clean_adm1,clean_adm2,clean_adm3,clean_adm4,activity_id,scheme_id,wpdx_id,install_year,installer,rehab_year,rehabilitator,management_clean,pay_clean,status_clean,fecal_coliform_presence,fecal_coliform_value,subjective_quality,notes,local_population,assigned_population,facility_type,water_source_category,water_tech_category,created_timestamp,dataset_title,rehab_priority,would_gain_access,usage_cap,criticality,pressure,distance_to_primary,distance_to_secondary,distance_to_tertiary,distance_to_city,distance_to_town,is_urban,days_since_report,staleness,prediction_yes_0y,prediction_yes_2y,prediction_no_0y,prediction_no_2y,predicted_status_0y,predicted_status_2y,predicted_category,water_point_age,target,status_binary
0.0943072862,34.672315094,Yes,2015-02-23,Evidence Action,Protected Well,,KEN,Kenya,Vihiga,Emuhaya,North East Bunyore,,,,6GGP3MVC+PWG,2014.0,,,,,,Non-Functional,,,,Josphine Wita,3324.0,358.0,Improved,Well,,2020-09-30T17:46:39,Evidence Action_Kenya_2012-2016,,,300.0,0.1077015643802647,1.1933333333333334,10634.98730321227,2828.059528704076,2359.478014960908,22616.364522876152,5433.022227409175,False,3940,28.882336240582774,,,,,,,,1.0,1,0
0.42973199,34.222698,Yes,2012-08-14,Virtual Kenya,Protected Well,Hand Pump,KEN,Kenya,Busia,Matayos,Busibwabo,,0,,6GGPC6HF+V3W,2006.0,,,,Community Management,No payment,Functional,,,Safe -Crisp and clear,,1759.0,146.0,Improved,Well,Hand Pump,2020-08-07T18:06:14,"Virtual Kenya_Busia, Kajiado, Kiambu, Kisumu_2012",,,300.0,0.0830017055144968,0.4866666666666667,3315.2408546224333,9220.940068012242,3451.589777932189,15300.449855588358,12999.644823038583,False,4863,21.59125622544573,,,,,,,,6.0,0,0
-0.2163733,34.3165436,Yes,2021-02-10,USAID/KEA KIWASH,,Public Tapstand,KEN,Kenya,Siaya,Rarieda,North Uyoma,,Siaya-enumerators-977VG3,,6GFPQ8M8+FJ3,1986.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,"Functional, needs repair",,,"No, the water is not treated and safe for drinking",,,,Improved,,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,,,,38441.454315655465,331.58834523534813,2606.26839781062,50306.84938594211,13777.855787135264,False,1761,57.40203485249428,,,,,,,,35.0,0,0
1.1007083654403689,35.18907928466797,Yes,2023-12-18,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Trans Nzoia,Cherangany,Makutano,,10450589,,6GHQ452Q+7JP,2007.0,,,,,,Non-Functional,,,,,828.0,775.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.9359903381642511,2.583333333333333,22405.05447699702,7459.759813814434,10676.069916020797,54040.86716219174,19999.19148182893,False,720,79.69578407884535,,,,,,,,16.0,1,0
-1.2143288554,34.568164458,Yes,2014-09-09,Evidence Action,Protected Well,,KEN,Kenya,Migori,Kuria West,Bukira Centrl/Ikerege,,,,6GCPQHP9+777,2011.0,,,,,,Non-Functional,,,,Chegere Spring,1132.0,327.0,Improved,Well,,2020-09-30T17:46:39,Evidence Action_Kenya_2012-2016,,,300.0,0.28886925795053,1.09,61411.15905320468,6643.395201447394,2183.027567701345,64220.46267433929,5727.6699925353605,False,4107,27.401276565113005,,,,,,,,3.0,1,0
-0.1143077,34.7654805,Yes,2021-02-09,USAID/KEA KIWASH,Piped Water,Public Tapstand,KEN,Kenya,Kisumu,Kisumu Central,Nyalenda 'A',,Kisumu_Enumerator-975DXT,,6GFPVQP8+75H,1994.0,Water User Association (WUA),,,Private Operator/Delegated Management,,"Functional, not in use",,,"Yes, the water is treated and safe for drinking",,,,Improved,Piped Water,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,250.0,,,1164.1392546465192,1632.8179988065745,126.89091590456276,1780.9131208212166,10082.617307395129,True,1762,57.3839438252179,,,,,,,,27.0,0,0
-1.6439908333333333,37.6154075,Yes,2021-02-09,USAID/KEA KIWASH,Sand or Sub-surface Dam,Public Tapstand,KEN,Kenya,Makueni,Mbooni,Waia-Kako,,Makueni Enumerator-975QEY,,6GCV9J48+C53,2011.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,"Functional, needs repair",,,"No, the water is not treated and safe for drinking",,409.0,161.0,Improved,Sand or Sub-surface Dam,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,,0.393643031784841,,25671.778927522257,2380.9830794749314,1549.9914063167978,41172.96513103797,15150.345237351014,False,1762,57.3839438252179,,,,,,,,10.0,0,0
0.8217922013,34.9078821471,Yes,2015-03-20,Evidence Action,Protected Well,,KEN,Kenya,Bungoma,Tongaren,Naitiri/Kabuyefwe,,,,6GGPRWC5+P56,2006.5,,,,,,Non-Functional,,,,Muungano Protected Spring,2159.0,391.0,Improved,Well,,2020-09-30T17:46:39,Evidence Action_Kenya_2012-2016,,,300.0,0.1811023622047244,1.3033333333333332,23869.066501574456,4039.0753789362543,5494.621012043794,52473.93737009184,21712.658017731817,False,3915,29.11083772734009,,,,,,,,8.5,1,0
0.19584,34.67665333,Yes,2021-02-03,USAID/KEA KIWASH,Protected Well,Public Tapstand,KEN,Kenya,Kakamega,Ikolomani,Idakho Central,,kakamegamapping-96MGZ3,,6GGP5MWG+8MJ,2011.0,,,,Community Management,,"Functional, not in use",,,"Yes, the water is treated and safe for drinking",,2927.0,366.0,Improved,Well,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,300.0,0.1250427058421592,1.22,9026.411869496036,7538.296852540534,315.12483260960823,12656.603914637548,7496.947530364731,False,1768,57.2755173329544,,,,,,,,10.0,0,0
0.2071833312511444,34.584999084472656,Yes,2023-11-17,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Kakamega,Butere,Marama North,,10160092,,6GGP6H4M+VXH,1996.0,,,,,,Non-Functional,,,,,2053.0,137.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.0667316122747199,0.4566666666666666,10579.758941507858,4688.559522404886,2018.081375164796,20204.20615353937,3575.3222116203297,False,751,78.92082052600142,,,,,,,,27.0,1,0
-0.3157564,34.8969564,Yes,2021-02-11,USAID/KEA KIWASH,Piped Water,,KEN,Kenya,Kisumu,Nyakach,Central Nyakach,,Kisumu_Enumerator-97B2FG,,6GFPMVMW+MQW,2009.0,,,,Community Management,,"Functional, needs repair",,,"Yes, the water is treated and safe for drinking",,,,Improved,Piped Water,,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,250.0,,,16204.115371047636,71.09863367674822,21.87303985180981,28399.51482462066,16040.5181624585,False,1760,57.42013158319996,,,,,,,,12.0,0,0
-0.3017867,34.9545417,No,2021-02-06,USAID/KEA KIWASH,Borehole/Tubewell,Public Tapstand,KEN,Kenya,Kisumu,Nyakach,Central Nyakach,,Kisumu_Enumerator-96VFN3,,6GFPMXX3+7RM,1984.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,Non-Functional,,,"Yes, the water is treated and safe for drinking",,881.0,568.0,Improved,Well,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,568.0,274.83697509765625,300.0,0.64472190692395,1.893333333333333,14231.227623980749,1355.1708349488488,1920.2932004202823,31322.144486079844,14843.817712277536,False,1765,57.32970494599243,,,,,,,,37.0,1,0
0.3845266699790954,34.22504425048828,Yes,2023-01-11,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Busia,Matayos,Matayos South,,10510076,,6GGP96MG+R27,2005.0,,,,,,Non-Functional,,,,,1911.0,167.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.0873888016745159,0.5566666666666666,6250.325855608357,6520.990034547556,5756.518064882388,17569.4564487583,9348.291600942046,False,1061,71.57379305635611,,,,,,,,18.0,1,0
0.0724200010299682,34.80853271484375,Yes,2024-10-01,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Vihiga,Hamisi,Banja,,10230307,,6GGP3RC5+XC7,2014.0,,,,,,Non-Functional,,,,,3493.0,243.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.0695677068422559,0.81,17676.12564966595,4401.822796069601,301.4947624959682,20309.43899451386,1303.8951928723047,False,432,87.26924297360185,,,,,,,,10.0,1,0
-0.2494395,34.8716338,No,2021-02-09,USAID/KEA KIWASH,Undefined Well,Public Tapstand,KEN,Kenya,Kisumu,Nyando,Kabonyo/Kanyagwal,,Kisumu_Enumerator-975DCA,,6GFPQV2C+6MC,2012.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,Non-Functional,,,"Yes, the water is treated and safe for drinking",,2048.0,199.0,Improved,Well,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,199.0,0.0,300.0,0.09716796875,0.6633333333333333,10932.099470505427,7576.47214441456,5037.867532465434,20820.125730115924,10018.721733756103,False,1762,57.3839438252179,,,,,,,,9.0,1,0
0.0982716679573059,34.793941497802734,Yes,2023-06-11,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Vihiga,Sabatia,Wodanga,,10290149,,6GGP3QXV+8H4,2014.0,,,,,,Non-Functional,,,,,4121.0,219.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.0531424411550594,0.73,20108.96647757568,2455.088309064144,1161.720776288886,21035.99537425992,3324.446562296006,False,910,75.06288135633295,,,,,,,,9.0,1,0
0.472345,34.3610917,Yes,2021-01-26,USAID/KEA KIWASH,Undefined Well,Public Tapstand,KEN,Kenya,Busia,Nambale,Bukhayo East,,Jason-95YKU4,,6GGPF9C6+WCP,1992.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,"Functional, not in use",,,"No, the water is not treated and safe for drinking",,2157.0,244.0,Improved,Well,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,300.0,0.1131200741770978,0.8133333333333334,2435.452927758867,5031.010319496355,775.9874573135788,30127.004496296577,15241.292504204845,False,1776,57.13126729785074,,,,,,,,29.0,0,0
0.041185,34.22375833,Yes,2021-02-01,USAID/KEA KIWASH,Borehole/Tubewell,,KEN,Kenya,Siaya,Alego Usonga,Central Alego,,Siaya-enumerators-96G4MJ,,6GGP26RF+FGC,2010.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,"Functional, not in use",,,"No, the water is not treated and safe for drinking",,1281.0,956.0,Improved,Well,,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,300.0,0.7462919594067136,3.1866666666666665,16431.182684270887,5066.615716228704,6.679167037785717,49427.38176422856,7244.9772449778275,False,1770,57.23942071487996,,,,,,,,11.0,0,0
-1.0362716913223269,34.43512344360352,Yes,2023-11-22,Evidence Action,Borehole/Tubewell,,KEN,Kenya,Migori,Suna East,Kakrao,,10340700,,6GCPXC7P+F2X,2011.0,,,,,,Non-Functional,,,,,1477.0,1044.0,Improved,Well,,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.7068381855111713,3.48,54462.44957019648,3629.102637934117,48.67368349486335,54924.4713303552,4849.725144268869,False,746,79.04530301570809,,,,,,,,12.0,1,0
-0.144344,34.455532,Yes,2012-06-06,Virtual Kenya,Borehole/Tubewell,Hand Pump - Afridev,KEN,Kenya,Kisumu,Seme,West Seme,,ksm376,,6GFPVF44+767,1996.0,,,,Community Management,Fees collected – metered,Functional,,,Safe Crisp and clear|Salty,,1178.0,623.0,Improved,Well,Hand Pump,2020-08-07T18:06:14,"Virtual Kenya_Busia, Kajiado, Kiambu, Kisumu_2012",,,300.0,0.5288624787775892,2.0766666666666667,21255.325977999237,381.3991381965332,1675.4795264406573,33559.16709185574,20811.77148159549,False,4932,21.126722704052035,,,,,,,,16.0,0,0
0.7177613,34.3805507,Yes,2023-08-12,Evidence Action,Borehole/Tubewell,,KEN,Kenya,Busia,Teso North,Ang'Urai East,,10550143,,6GGPP99J+463,2005.0,,,,,,Non-Functional,,,,,1544.0,293.0,Improved,Well,,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.1897668393782383,0.9766666666666668,21605.40221009313,1239.502394989963,1255.4856846325526,42518.02720482183,8816.718805562281,False,848,76.54428010742052,,,,,,,,18.0,1,0
0.64936,34.300694,Yes,2012-07-25,Virtual Kenya,Protected Well,Hand Pump - Nira,KEN,Kenya,Busia,Teso North,Malaba Central,,0,,6GGPJ8X2+P7W,1987.0,,,,No Management,No payment,"Functional, not in use",,,Safe -Crisp and clear,,1917.0,258.0,Improved,Well,Hand Pump,2020-08-07T18:06:14,"Virtual Kenya_Busia, Kajiado, Kiambu, Kisumu_2012",,,300.0,0.1345852895148669,0.86,14084.905340866286,3411.459829092325,896.7882002581032,30846.692276606776,3907.5458066958895,False,4883,21.45556740757879,,,,,,,,25.0,0,0
0.2663649916648865,34.7868537902832,Yes,2023-02-12,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Kakamega,Shinyalu,Murhanda,,10181391,,6GGP7Q8P+GPX,1996.0,,,,,,Non-Functional,,,,,4079.0,566.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.1387594998774209,1.8866666666666667,4065.720199667727,4111.904627525867,307.0367560885261,4509.660823125805,5943.513827190318,False,1029,72.29939855406849,,,,,,,,27.0,1,0
0.185940522,34.1965286,Yes,2021-02-04,USAID/KEA KIWASH,Protected Well,Public Tapstand,KEN,Kenya,Siaya,Ugenya,Ukwala,,Siaya-enumerators-96QLHK,,6GGP55PW+9JC,1979.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,"Functional, not in use",,,"No, the water is not treated and safe for drinking",,1501.0,213.0,Improved,Well,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,300.0,0.1419053964023984,0.71,7239.261348080729,110.336525688485,1209.3971670668102,33304.26857127219,8383.789558604121,False,1767,57.293574177382766,,,,,,,,42.0,0,0
0.1267516613006591,34.74671173095703,Yes,2024-09-01,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Vihiga,Sabatia,Chavakali,,10290436,,6GGP4PGW+PM4,2014.0,,,,,,Non-Functional,,,,,4492.0,319.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.0710151380231522,1.0633333333333332,16712.191431649462,553.1612437551231,2809.0895155333696,17314.091450777236,1717.6062437036223,False,462,86.44788015839214,,,,,,,,10.0,1,0
0.0515716671943664,34.72795104980469,Yes,2023-11-21,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Vihiga,Hamisi,Jepkoyai,,10250227,,6GGP3P2H+J5G,2014.0,,,,,,Non-Functional,,,,,6222.0,152.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.024429443908711,0.5066666666666667,13666.0467057564,589.7608156375649,261.8847509210586,17329.468763532754,1061.4717871042435,False,747,79.02039081988435,,,,,,,,9.0,1,0
0.0429706,34.525139,No,2021-02-02,USAID/KEA KIWASH,Undefined Well,Public Tapstand,KEN,Kenya,Siaya,Gem,East Gem,,Siaya-enumerators-96LMME,,6GGP2GVG+53J,2010.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,Non-Functional,,,"No, the water is not treated and safe for drinking",,1676.0,333.0,Improved,Well,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,333.0,0.0,300.0,0.1986873508353221,1.11,5143.090244093764,1488.4146438852663,4041.4010107470112,30170.60727308847,11358.10153086562,False,1769,57.25746617938464,,,,,,,,11.0,1,0
0.633500313964,37.348858170057,Yes,2012-01-23,ACTED,Borehole/Tubewell,Hand Pump - Rope,KEN,Kenya,Samburu,Samburu East,Wamba West,,,,6GGVJ8MX+CG5,2011.0,,,,,,Non-Functional,,,,Tamimi Borehole,387.0,387.0,Improved,Well,,2020-10-01T17:10:55,Water Information Management System (WIMS)_East Africa_2011-2012,,,300.0,1.0,1.29,56271.70281520688,24017.59702720888,1867.0801655397236,72711.67577032033,40789.29116817837,False,5067,20.246560696552475,,,,,,,,1.0,1,0
0.118056,40.306389,Yes,2019-10-20,UNHCR,Borehole/Tubewell,Motorized Pump - Electric,KEN,Kenya,Garissa,Daadab,Labasigale,,KEN-KENs001091-001,,6HG24894+6HC,2010.0,,,,,,Non-Functional,,,,,6849.0,5218.0,Improved,Well,Motorized Pump,2020-07-06T09:01:18,UNHCR_Global_2020,,,300.0,0.7618630457001022,17.393333333333334,83089.63986994352,466.4331717164503,9754.626570506998,97645.83738441848,1162.084376632706,False,2240,49.357643315569455,,,,,,,,9.0,1,0
0.328946667,34.50283167,Yes,2021-02-04,USAID/KEA KIWASH,Undefined Well,Public Tapstand,KEN,Kenya,Kakamega,Mumias East,Lusheya/Lubinu,,kakamegamapping-96PTZ8,,6GGP8GH3+H4G,2018.0,,,,Private Operator/Delegated Management,,"Functional, not in use",,,"Yes, the water is treated and safe for drinking",,8214.0,166.0,Improved,Well,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,300.0,0.0202093985877769,0.5533333333333333,243.26818622382103,452.8386690596665,436.7836338136489,27973.471196786413,1731.3758807918157,False,1767,57.293574177382766,,,,,,,,3.0,0,0
-1.8585711,37.7032938,Yes,2021-02-03,USAID/KEA KIWASH,Sand or Sub-surface Dam,Public Tapstand,KEN,Kenya,Makueni,Makueni,Mavindini,,Makueni Enumerator-96MS94,,6GCV4PR3+H8F,1969.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,"Functional, not in use",,,"No, the water is not treated and safe for drinking",,200.0,195.0,Improved,Sand or Sub-surface Dam,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,,0.975,,35499.28144620213,1423.932206496081,671.3048505075127,61302.591136954135,11964.110009859924,False,1768,57.2755173329544,,,,,,,,52.0,0,0
0.0769850015640258,34.80934143066406,Yes,2024-01-23,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Vihiga,Hamisi,Banja,,10230501,,6GGP3RG5+QPW,2014.0,,,,,,Non-Functional,,,,,3495.0,245.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.0701001430615164,0.8166666666666667,18188.104749990936,3891.316295119736,77.08060348774178,20818.208458842146,1621.782614043179,False,684,80.60529659776807,,,,,,,,10.0,1,0
0.3288932144641876,34.21088409423828,Yes,2023-10-18,Evidence Action,Borehole/Tubewell,,KEN,Kenya,Busia,Butula,Marachi West,,10520019,,6GGP86H6+H92,2005.0,,,,,,Non-Functional,,,,,2354.0,158.0,Improved,Well,,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.0671197960917587,0.5266666666666666,1730.6558245320616,2543.204862279765,6439.575624427244,20366.265229869765,3002.766812429102,False,781,78.17803159926002,,,,,,,,18.0,1,0
0.4538523852825165,34.19300842285156,Yes,2023-01-11,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Busia,Matayos,Bukhayo West,,10510046,,6GGPF53V+G6R,2005.0,,,,,,Non-Functional,,,,,1472.0,204.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.1385869565217391,0.68,1758.421250630995,5529.693072406659,1862.4369439874667,11512.508505726675,9191.934223741024,False,1061,71.57379305635611,,,,,,,,18.0,1,0
0.2069354057312011,34.38990020751953,Yes,2024-01-16,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Siaya,Ugunja,Sigomere,,10211236,,6GGP694Q+QXC,2010.0,,,,,,Non-Functional,,,,,1839.0,242.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.1315932572050027,0.8066666666666666,5838.750040349711,8537.414624020457,849.1514206110872,40965.71500847958,5850.104585811377,False,691,80.42763770094443,,,,,,,,14.0,1,0
0.0422460548579692,34.544673919677734,Yes,2023-11-27,Evidence Action,Borehole/Tubewell,,KEN,Kenya,Siaya,Gem,East Gem,,10240219,,6GGP2GRV+VVV,2010.0,,,,,,Non-Functional,,,,,1809.0,237.0,Improved,Well,,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.1310116086235489,0.79,3749.4099037698657,1041.3258742921298,2110.5103542648835,28311.23954254201,9182.393688488324,False,741,79.16998185271754,,,,,,,,13.0,1,0
-0.5914000272750854,34.69037628173828,Yes,2023-11-23,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Kisii,Kitutu Chache South,Bogusero,,10430177,,6GFPCM5R+C5J,2014.0,,,,,,Non-Functional,,,,,2321.0,1306.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.5626884963377854,4.3533333333333335,10660.301183487662,3372.992222032172,1400.4557141474606,12193.172559283295,9744.853746672836,False,745,79.07022306542238,,,,,,,,9.0,1,0
0.472094,34.112431,Yes,2012-04-17,Virtual Kenya,Protected Well,Hand Pump - Afridev,KEN,Kenya,Busia,Teso South,Ang'Orom,,0,,6GGPF4C6+RXM,2010.0,,,,No Management,No payment,Functional,,,Not tested Crisp and clear,,13989.0,2590.0,Improved,Well,Hand Pump,2020-08-07T18:06:14,"Virtual Kenya_Busia, Kajiado, Kiambu, Kisumu_2012",,,300.0,0.1851454714418471,8.633333333333333,1210.2916339390374,2051.0053462002384,910.915239888716,2492.877028536321,869.1414230501758,False,4982,20.796361809188816,,,,,,,,2.0,0,0
0.5711,34.32828,No,2021-01-29,USAID/KEA KIWASH,Borehole/Tubewell,Public Tapstand,KEN,Kenya,Busia,Teso South,Amukura East,,maurice-968K8P,,6GGPH8CH+C8R,2019.0,Society,,,Community Management,,Non-Functional,,,"No, the water is not treated and safe for drinking",,1040.0,576.0,Improved,Well,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,576.0,268.31884765625,300.0,0.5538461538461539,1.92,11133.620404297526,5686.685066924463,35.88342686240377,28838.673625784304,6466.870873957795,False,1773,57.18531843782933,,,,,,,,2.0,1,0
0.1962099969387054,34.537296295166016,Yes,2023-11-14,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Kakamega,Butere,Marenyo - Shianda,,10350039,,6GGP5GWP+FWM,1996.0,,,,,,Non-Functional,,,,,2353.0,118.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.0501487462813429,0.3933333333333333,13617.32712370832,632.6626638210928,3825.862596268635,25561.27996129784,3961.826582146649,False,754,78.84622515023007,,,,,,,,27.0,1,0
0.3536983,34.840585,Yes,2024-01-24,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Kakamega,Shinyalu,Isukha North,,10120303,,6GGP9R3R+F6G,1996.0,,,,,,Non-Functional,,,,,1833.0,186.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.1014729950900163,0.62,12104.22489428699,10186.14821220553,2317.0234393267774,12738.760780232014,17225.539932499185,False,683,80.63070845554856,,,,,,,,28.0,1,0
-1.73871315,37.4563715,Yes,2021-02-06,USAID/KEA KIWASH,Sand or Sub-surface Dam,Public Tapstand,KEN,Kenya,Makueni,Kaiti,Ukia,,Makueni Enumerator-96VX6H,,6GCV7F64+GG9,2020.0,Community Based Organization/ Self-Help Group/ Faith Based Organization /NGO,,,Community Management,,"Functional, needs repair",,,"No, the water is not treated and safe for drinking",,1542.0,962.0,Improved,Sand or Sub-surface Dam,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,,0.6238651102464332,,26857.356373592906,806.4096048893136,1025.248887213226,32039.912162574463,10864.61710606345,False,1765,57.32970494599243,,,,,,,,1.0,0,0
0.0435329618,34.7042089968,Yes,2013-04-12,Evidence Action,Protected Well,,KEN,Kenya,Vihiga,Vihiga,Central Maragoli,,,,6GGP2PV3+CM8,2014.0,,,,,,Non-Functional,,,,Wagedion Spring,4324.0,164.0,Improved,Well,,2020-09-30T17:46:39,Evidence Action_Kenya_2012-2016,,,300.0,0.0379278445883441,0.5466666666666666,11392.415196140972,1034.9642001561583,1573.508340935775,17121.62835128226,1746.9234737363868,False,4622,23.295374181388624,,,,,,,,0.0,1,0
-0.7552677,34.6007484,No,2021-02-04,USAID/KEA KIWASH,Borehole/Tubewell,,KEN,Kenya,Migori,Rongo,Central Kamagambo,,Migori_enumerator-96QKGJ,,6GFP6JV2+V7X,2011.0,,,,Community Management,,Non-Functional,,,"No, the water is not treated and safe for drinking",,7579.0,3629.0,Improved,Well,,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,3629.0,803.8269653320312,300.0,0.4788230637287241,12.096666666666666,19914.189558585043,27.53342065516647,1187.709755882763,20877.390896597084,417.0217262926353,False,1767,57.293574177382766,,,,,,,,10.0,1,0
-0.64406699,37.594418,Yes,2012-05-29,Virtual Kenya,Borehole/Tubewell,Hand Pump - Afridev,KEN,Kenya,Embu,Mbeere South,Mbeti South,,embu_water_points2.248,,6GFV9H4V+9QF,1984.0,,,,Community Management,,"Functional, not in use",,,Safe Crisp and clear,,1178.0,189.0,Improved,Well,Hand Pump,2020-08-07T17:46:54,Virtual Kenya_Embu Kenya_2013-2014,,,300.0,0.1604414261460101,0.63,1694.1824899884462,18057.67649076788,2315.2036098435747,19174.66110892729,19921.91166201827,False,4940,21.07351444625545,,,,,,,,28.0,0,0
0.0579099990427494,34.49879837036133,Yes,2023-07-11,Evidence Action,Protected Well,Motorized Pump - Electric,KEN,Kenya,Siaya,Gem,East Gem,,10240184,,6GGP3F5X+5G7,2010.0,,,,,,Non-Functional,,,,,1291.0,226.0,Improved,Well,Motorized Pump,2024-04-18T19:20:18,Evidence Action_Kenya_2023-2024,,,300.0,0.1750580945003872,0.7533333333333333,4839.020464007365,103.18236480130544,6957.678448618395,33532.2203165038,14452.064065903209,False,880,75.77607246565367,,,,,,,,13.0,1,0
0.4003742,34.8631896,Yes,2021-02-03,USAID/KEA KIWASH,Protected Well,Public Tapstand,KEN,Kenya,Kakamega,Malava,East Kabras,,kakamegamapping-96MCDT,,6GGPCV27+47W,2008.0,,,,Community Management,,"Functional, not in use",,,"Yes, the water is treated and safe for drinking",,2660.0,512.0,Improved,Well,Public Tapstand,2022-11-14T20:33:38,USAID_KIWASH_Kenya_2021,,,300.0,0.1924812030075188,1.7066666666666668,17457.17986768415,15459.828909356627,2879.7095087600187,18064.977365765204,22965.1244632669,False,1768,57.2755173329544,,,,,,,,13.0,0,0
-0.175973,34.928963,Yes,2012-04-18,Virtual Kenya,Protected Well,Hand Pump - Afridev,KEN,Kenya,Kisumu,Nyando,Ahero,,ksm/014,,6GFPRWFH+JH8,2003.0,,,,No Management,Fees collected – metered,Functional,,,Not tested Crisp and clear,,6094.0,347.0,Improved,Well,Hand Pump,2020-08-07T18:06:14,"Virtual Kenya_Busia, Kajiado, Kiambu, Kisumu_2012",,,300.0,0.0569412536921562,1.1566666666666667,765.5779617264872,11448.85099102339,1176.921685050953,21067.707163212814,1176.957158286832,False,4981,20.802918130062917,,,,,,,,9.0,0,0
